username,likes,comments,text,hashtags,date,day_of_week,hour,word_count,hashtag_count
companhiadasletras,4902,61,"ajude o rio grande do sul ➡️ você também pode doar diretamente para a ação da cidadania, através da chave pix: sos@acaodacidadania.org.br nas últimas semanas, o rio grande do sul passa por uma catástrofe devido às fortes chuvas que atingem o estado. mortes, desabrigados, falta de alimentos, água e energia, entre outros graves problemas, pedem ajuda emergencial. nesse contexto, a companhia das letras promove uma ação em prol das vítimas dessa tragédia: todo o lucro arrecadado com a venda de livros da coleção clássicos zahar (@editorazahar) no site da editora (www.companhiadasletras.com.br) será revertido para ações destinadas aos necessitados do rio grande do sul, por intermédio da ação da cidadania (@acaodacidadania). a ação tem validade até o dia 31/05/2024, ou até quando durarem os estoques dos títulos selecionados. confira em bit.ly/ajudeors-cia",sosriograndedosul,2024-05-09,Thursday,16,131,1
companhiadasletras,1293,34,"maio na companhia ✨ neste mês, chegam à estante da companhia novos livros de muitos autores célebres: caetano veloso, alejandro zambra, muriel barbery, moacyr scliar, orhan pamuk e haruki murakami, dentre outros. além disso, nossa lista de não ficção inclui temas diversos, como biologia, política brasileira, história das religiões e questões de gênero. confira o que vem por aí e atualize sua lista de desejos! — ""cine subaé: escritos sobre cinema (1960-2023)"", de caetano veloso — ""eva: como o corpo feminino conduziu 200 milhões de anos de evolução humana"", de cat bohannon (trad. fernanda abreu) — ""literatura infantil: cartas ao filho"", de alejandro zambra (trad. miguel del castillo) — ""carlabê"", de isabela noronha — ""sonhos tropicais"", de moacyr scliar — ""uma hora de fervor"", de muriel barbery (trad. rosa freire d'aguiar) — ""golpe de misericórdia"", de dennis lehane (trad. luiz a. de araújo) — ""noites de peste"", de orhan pamuk (trad. débora landsberg) — ""por que a democracia brasileira não morreu?"", de marcus andré melo e carlos pereira — ""bíblia: volume iv, antigo testamento - os livros sapienciais"" (trad. frederico lourenço) — ""a história dos judeus: pertencimento — 1492-1900"", de simon schama (trad. donaldson m. garschagen) — ""o fim do mundo e o impiedoso país das maravilhas"", de haruki murakami (trad. jefferson josé teixeira) - @editora_alfaguara — ""o comprometido"", de viet thanh nguyen (trad. cássio de arantes leite) - @editora_alfaguara — ""o homem não existe: masculinidade, desejo e ficção"", de ligia gonçalves diniz - @editorazahar — ""pagar a terra"", de joe sacco (trad. andré czarnobai) - @quadrinhosnacia — ""zona e outros poemas"", de guillaume apollinaire (trad. rodrigo garcia lopes) - @penguincompanhia",companhiadasletras editoraalfaguara editorazahar quadrinhosnacia penguincompanhia,2024-05-01,Wednesday,11,276,5
companhiadasletras,75,1,"uma história de amizade e violência ⚡ numa trama que se desenvolve como uma transcrição, intercalando ruídos e trechos de cartas, ""carlabê"" explora as lacunas de uma história para desenhar os meandros de uma amizade e a hostilidade de uma cidade em constante expansão. novo romance de isabela noronha (@imnoronha), este é um livro sobre a cumplicidade e o afeto que pautam uma amizade e os segredos que não ousamos dividir com ninguém. já nas livrarias! 📚 sobre o livro: um corpo estirado na rua. uma mulher desaparecida. sem notícia da amiga há uma semana, tudo que saramara tem é o caderno em que carlabê escrevia cartas, deixado no apartamento em que moravam. agora, ela precisa responder às perguntas de um homem que, gravando a conversa com um celular, a acompanha pelo bairro de santa cecília, na busca incerta pelo paradeiro da moça. levados pela voz de saramara a construir, por gestos e frases vagas, a imagem de carlabê, não conseguimos, contudo, dizer com convicção que sabemos quem ela é. as dificuldades para se sustentar na capital paulista expõem as personagens ao desamparo, que ameaça suas relações e as leva a tomar decisões arriscadas. 🎨 capa de bloco gráfico (@blocografico) com arte de cristina canale",carlabe isabelanoronha literatura literaturanacional,2024-05-22,Wednesday,17,209,4
companhiadasletras,824,13,"você deixaria sua filha ir a marte? ⚡ imagine que um bilionário visionário que você nunca viu na vida escolhe seu filho ou filha para integrar a primeira colônia humana em marte. você descobre motivos para ter medo, como a radiação e a gravidade, e os líderes dessa empresa, que parecem não saber nada sobre desenvolvimento infantil. com este exemplo, o psicólogo social jonathan haidt (@jonathanhaidt) apresenta ""a geração ansiosa"", questionando mães e pais: como permitimos que a indústria da tecnologia esteja reconfigurando a infância, substituindo o aspecto físico na socialização e desenvolvendo um fluxo de conteúdo sem filtro? best-seller do new york times desde seu lançamento, ""a geração ansiosa"" mostra o que podemos fazer na prática para reverter esta situação e evitar danos psicológicos ainda mais profundos. já em pré-venda: link nos destaques! 🔔 lançamento: 23/07 📚 sobre o livro: ""a geração ansiosa"" demonstra como a 'infância baseada no brincar' entrou em declínio na década de 1980 e foi substituída pela 'infância baseada no celular', acompanhada por uma hiperconectividade que alterou o desenvolvimento social e neurológico dos jovens e tem causado privação de sono, privação social, fragmentação da atenção e vício. diante desse cenário catastrófico, jonathan haidt mostra a pais, professores, escolas, empresas de tecnologia e governos um plano de ação que não podemos nos dar ao luxo de ignorar, porque o que está em jogo não é apenas o bem-estar de nossas crianças, mas da sociedade como um todo. liberte a geração ansiosa. 📝 tradução de lígia azevedo 🎨 capa de eduardo foresti - @foresti_design @freetheanxiousgeneration",companhiadasletras jonathanhaidt ageraçaoansiosa freetheanxiousgeneration theanxiousgeneration psicologiasocial liberteageracaoansiosa ageraçaoansiosa,2024-05-22,Wednesday,13,266,8
companhiadasletras,206,11,"cura a água, cura a terra 🌿 de inimigas a aliadas, ""água turva"", novo romance de morgana kretzmann (@morganakretzmann), apresenta três mulheres que se veem obrigadas a vencer um passado turbulento para enfim construir uma possibilidade de futuro para todos. mas elas não estão sozinhas: sarampião, a figura mítica de um guarda-florestal e protetor da mata, parece acompanhá-las e ajudá-las na batalha. é a esse personagem que pode-se recorrer diante de uma tragédia ambiental anunciada. 📚 sobre o livro: parque estadual do turvo, rio grande do sul, fronteira com a argentina. uma guarda-florestal, responsável por combater a caça exploratória de animais silvestres. sua prima, líder de um temido grupo de caçadores e contrabandistas. uma assessora parlamentar com a chance de mudar o curso da história. da vencedora do prêmio são paulo de literatura 2021, este thriller de tirar o fôlego brinca com os limites entre a verdade e a ficção. com uma narrativa impressionante, morgana kretzmann retrata elementos da história recente do brasil e denuncia a ambição de homens poderosos diante de um dos nossos maiores tesouros: o meio ambiente. 🎨 capa de tereza bettinardi (@terezabettinardi) com obra de iberê camargo",companhiadasletras literaturabrasileira morganakretzmann aguaturva literatura,2024-05-21,Tuesday,23,196,5
companhiadasletras,473,4,"⚡️ lançamentos da semana ⚡️ eles chegaram! nesta semana, a companhia publica quatro obras de relevância internacional: duas críticas ao capitalismo sob pontos de vista diferentes, uma narrativa do nobel de literatura de 2006 e um romance tocante da autora de ""a elegância do ouriço"". as obras já estão disponíveis online e nas livrarias de todo o país: 📚 ""a dívida impagável"", de denise ferreira da silva (trad. nathalia silva carneiro, viviane nogueira, jéfferson luiz da silva, roger farias de melo e nicolau gayão, @editorazahar) 📚 ""tudo bem ficar com raiva do capitalismo"", de bernie sanders com john nichols (trad. pedro maia soares) 📚 ""noites de peste"", de orhan pamuk (trad. débora landsberg) 📚 ""uma hora de fervor"", de muriel barbery (trad. rosa freire d'aguiar) já garantiu os seus? boas leituras! 📸 @desenhoeditorial",lançamentos editorazahar companhiadasletras adividaimpagavel tudobemficarcomraivadocapitalismo noitesdepeste umahoradefervor,2024-05-21,Tuesday,21,140,7
companhiadasletras,220,2,"bernardo carvalho lê seu novo romance 🌿 em ""os substitutos"", bernardo carvalho constrói uma complexa relação: um pai emotivo que também pode ser sádico, um filho que é adversário e também continuação do pai. reflexão incômoda sobre a história do brasil dos últimos sessenta anos, o romance mescla temas ecológicos urgentes, personagens dispostos a tudo por poder e dinheiro e, sobretudo, a emocionante história de um pai e um filho. 💬 ""os okano acreditam numa lei natural de equilíbrio e compensação: toda vez que um homem mata um animal, outro homem morre em algum lugar do planeta para que seu espírito, ao abandoná-lo, converta-se num indivíduo daquela mesma espécie, compensando o que morreu. uma morte pela outra."" — bernardo carvalho 📚 tensionada todo o tempo entre a perspectiva do menino que vive a história enquanto ela acontece e a do adulto que rememora, a voz que narra ""os substitutos"" nos convida a olhar para a tragédia de um país. já nas livrarias!",literatura companhiadasletras literaturabrasileira bernardocarvalho ossubstitutos novenoites,2024-05-21,Tuesday,15,168,6
companhiadasletras,245,8,"“em vez de um lobo, eu preferiria ser uma velha bruxa, mas sem a intenção de comer as crianças atraídas para a minha casa feita de doces na floresta. uma bruxa que só quer acolhê-las e ensinar-lhes alguns truques de cozinha. e contar histórias. agora só preciso de uma vassoura. não posso fazer isso sem uma vassoura”, diz a artista emil ferris (@emilferris), em entrevista para a vulture (@vulture). depois do sucesso estrondoso de “minha coisa favorita é monstro” (mais de 100 mil exemplares vendidos só nos estados unidos), ela se prepara para lançar a sequência por lá ainda este mês, pela @fantagraphics. no volume 2, a protagonista karen reyes (uma menina lobisomem que narra seu cotidiano em um diário) começa a namorar uma garota que conhece no banheiro do instituto de arte de chicago. “ela sou eu. mas também não sou eu”, diz ferris. na conversa com o jornalista mark yarm, ferris revela detalhes da criação do primeiro álbum, como a escolha do título, inspirado em uma frase de sua filha, ruby. o volume 2 de “minha coisa favorita é monstro” chega ao brasil em outubro, pela @quadrinhosnacia. muita ansiedade até lá!",emilferris minhacoisafavoritaemonstro,2024-05-21,Tuesday,14,195,2
companhiadasletras,307,5,"em agosto: ""domingos sodré, um sacerdote africano (edição revista e ampliada)"", de joão josé reis 📚 seguindo as pistas encontradas em variada documentação, o livro traça a biografia de um africano liberto que circula na bahia do século xix e examina seus múltiplos papéis ao longo da vida: escravo, adivinho, ""feiticeiro"", chefe de junta de alforria e senhor. 📚 lançamento: 13/08 já em pré-venda: link nos destaques. 📚 sinopse: o perfil de domingos sodré vem se somar a outros estudos biográficos de indivíduos que experimentaram a escravidão e depois conseguiram superá-la, como rosa egipcíaca, chica da silva, caetana, liberata etc. retirados do anonimato, esses trajetos individuais permitem nova compreensão da sociedade brasileira oitocentista, crivada por tensões entre camadas sociais e códigos culturais distintos. reinventando valores e práticas, africanos natos como domingos funcionam como mediadores culturais no brasil escravista: circulam entre o candomblé e o catolicismo, a medicina africana e a ocidental, a justiça dos pretos e a dos brancos. a condição de ""feiticeiro"" e adivinho confere a domingos lugar social particular. se, por um lado, é perseguido em razão de práticas ""mágicas"" consideradas perigosas, por outro, a posição de líder religioso permite-lhe barganhar algum espaço no mundo dos brancos. tomando a trajetória de domingos como fio condutor, e cotejando-a com outros perfis e experiências, o livro traça um mapa complexo das relações sociais do brasil do século xix, em que violência, perseguição policial e desqualificação social de escravos e libertos combinam-se com compadrios e protecionismos de todo o tipo. alianças perversas que, longe de contribuírem para diminuir distâncias sociais, reforçam-nas. 🎨 capa de alceu chiesorin nunes e mariana metidieri",prevenda umsacerdoteafricano domingossodre naoficçao,2024-05-21,Tuesday,11,273,4
companhiadasletras,530,10,"michel laub responde: pra que serve a literatura? ⚡️ misturando intolerância e generosidade, o protagonista de ""passeio com o gigante"" apresenta juízos bem particulares diante de temas como a eleição no brasil, a ascensão evangélica, o antissemitismo e o oriente médio. mas o que pode a literatura diante do noticiário? um livro muda o mundo? neste vídeo, michel laub (@michellaub), um dos principais nomes da literatura brasileira atual, comenta o tema. 📚 sobre o livro: enquanto caminha por um hospital onde fantasia e realidade se misturam, com as palavras do passado surgindo em fragmentos que iluminam a ação presente, davi rieseman, um advogado ligado à causa sionista, é confrontado por um misterioso coro de vozes, num diálogo que o faz reviver um trauma e um dilema ligados a brigas envolvendo judeus seculares e religiosos, progressistas e conservadores, embebidos na cultura diaspórica da dúvida e nas convicções militaristas da política israelense. a ironia do romance, com seu choque de visões construído em diferentes vozes, tempos e tons, guia uma tentativa humanista de lidar com um cenário pós-pandemia, em que a memória dos mortos deu lugar ao pragmatismo cínico e às guerras. é um caminho tortuoso, mas também feito de esperança. afinal, entre ""palavras de choro ou riso"", o mundo surgido no desfecho do livro é aquele onde precisaremos viver todos ― culpados ou inocentes nesse grande acerto de contas com a história. 🎨 capa de raul loureiro",passeiocomogigante michellaub literatura literaturanacional diariodaqueda literaturabrasileiraviva,2024-05-20,Monday,23,242,6
companhiadasletras,3615,56,"📖 com “brás cubas”, machado está nos ensinando a ler a edição bolso de luxo de “memórias póstumas de brás cubas”, de machado de assis, é a estreia da literatura brasileira neste formato da coleção e conta com um posfácio exclusivo de flora thomson-deveaux, pesquisadora e tradutora da edição inglesa do livro. no vídeo, @floratd debate sobre a atualidade deste marco da literatura brasileira, que segue arrebatando novos leitores no brasil e no exterior, como visto em postagem viralizada recentemente, que mostra uma influenciadora norte-americana encantada após sua primeira vez lendo a obra (na versão traduzida por flora thomson-deveaux), a qual chamou de “o melhor livro já escrito na face da terra”. 🪦 em “memórias póstumas de brás cubas”, machado de assis faz um corte radical tanto com sua obra anterior, quanto com a produção literária brasileira até o momento. surpreendendo leitores e crítica de seu tempo, o livro traz as lembranças fragmentárias de um improvável narrador defunto que, depois de morto, decide celebrar o grande fracasso que foi a sua vida. este, que é um dos romances brasileiros mais importantes e reconhecidos internacionalmente, na edição impecável da coleção já está disponível em versão física e e-book. garanta seu exemplar! ➡️ o livro também conta com apresentação de @ogeovanimartins, autor de “o sol na cabeça” e “via ápia”, e projeto gráfico de @rafaelnobrestudio. a edição física possui ainda acabamento de luxo em capa dura.",classicoszahar classicoszahar memoriapostumasdebrascubas brascubas machadodeassis florathomsondeveaux editorazahar classicoszahar literaturabrasileira classicobrasileiro,2024-05-20,Monday,20,244,10
companhiadasletras,300,4,"""mulher, vida, liberdade"" + 3 obras para conhecer marjane satrapi ⚡️ em 13 de setembro de 2022, mahsa amini, estudante iraniana de vinte e dois anos, foi detida e espancada até à morte pela polícia religiosa em teerã. o seu crime? não usar de maneira ""correta"" o hijab, véu imposto às mulheres pela república islâmica. não tardou, porém, para que o triste destino desta jovem desencadeasse uma onda de protestos sem precedentes, cujo lema, ""mulher, vida, liberdade"", se espalhou como pólvora pelo país. por ocasião do primeiro aniversário do movimento, marjane satrapi reuniu uma série de artistas e especialistas para narrar os detalhes desta história. na galeria, confira ""mulher, vida, liberdade"" + três livros para se aprofundar na obra de marjane satrapi: 📚 mulher, vida, liberdade (trad. julia da rosa simões) 📚 persépolis (trad. paulo werneck) 📚 frango com ameixas (trad. paulo werneck) 📚 bordados (trad. paulo werneck)",marjanesatrapi quadrinhosnacia literatura literaturacontemporanea mulhervidaliberdade frangocomameixas persepolis bordados,2024-05-20,Monday,15,156,8
companhiadasletras,582,16,"em julho: ""guerra"", de louis-ferdinand céline 📚 neste romance inédito situado entre a autobiografia e a fabulação, céline examina a experiência central da sua existência: o trauma da guerra. 📚 lançamento: 02/07 já em pré-venda: link nos destaques. 📚 sinopse: escrito cerca de dois anos depois da publicação de ""viagem ao fim da noite"" e inédito até 2022, ""guerra"" narra a recuperação de ferdinand, um combatente ferido durante a primeira guerra mundial. após ter o braço gravemente ferido no campo de batalha, o cabo retoma a consciência num cenário sanguinolento em que jazem os cadáveres de seus companheiros. dias depois, é levado ao hospital de peurdu-sur-la-lys, onde se relaciona com uma série de personagens, como a enfermeira l'espinasse e o cafetão bébert. da internação à fuga para londres, acompanhamos um homem em constante embate com os impactos físicos e mentais da guerra. esta edição inclui introdução de françois gibault, imagens do manuscrito original, uma análise que situa ""guerra"" na produção literária de céline, lista de personagens e notas explicativas de pascal fouché, que ficou a cargo da edição do volume. 📝 tradução de rosa freire d'aguiar",guerra louisferdinandceline literatura prevenda naoficçao,2024-05-20,Monday,11,191,5
companhiadasletras,425,2,"liberte a geração ansiosa ⚡️ best-seller do new york times desde seu lançamento, “a geração ansiosa”, do psicólogo social jonathan haidt (@jonathanhaidt), mostra o que podemos fazer na prática para reverter a situação e evitar danos psicológicos ainda mais profundos. já em pré-venda: link nos destaques! 🔔 lançamento: 16/07 📚 sobre o livro: “a geração ansiosa” demonstra como a ‘infância baseada no brincar’ entrou em declínio na década de 1980 e foi substituída pela ‘infância baseada no celular’, acompanhada por uma hiperconectividade que alterou o desenvolvimento social e neurológico dos jovens e tem causado privação de sono, privação social, fragmentação da atenção e vício. diante desse cenário catastrófico, jonathan haidt mostra o que pais, professores, escolas, empresas de tecnologia e governos podem fazer na prática para reverter a situação e evitar danos psicológicos ainda mais profundos. um plano de ação que não podemos nos dar ao luxo de ignorar, porque o que está em jogo não é apenas o bem-estar de nossas crianças, mas da sociedade como um todo. 📝 tradução de lígia azevedo 🎨 capa de eduardo foresti - @foresti_design @freetheanxiousgeneration",companhiadasletras jonathanhaidt ageraçaoansiosa freetheanxiousgeneration theanxiousgeneration psicologiasocial liberteageracaoansiosa,2024-05-19,Sunday,23,189,7
companhiadasletras,999,15,"de uma das mais surpreendentes vozes da nova geração de escritoras latino-americanas primeira mulher em uma linhagem de curandeiros homens, feliciana é conhecida dentro e fora do méxico por seus feitos prodigiosos. ricos, pobres, famosos, pessoas comuns – adoecidos de toda sorte peregrinam até o povoado de san felipe na esperança de se verem livres de suas enfermidades. no entanto, quando é informada do assassinato de sua mentora paloma, repentinamente feliciana perde seus poderes. o caso chama a atenção de zoé, jornalista que vive na metrópole mexicana. interessada em compreender o assassinato de paloma e, ao mesmo tempo, curiosa para conhecer feliciana, zoé decide entrevistá-la para o jornal onde trabalha. ao aproximar essas duas vozes tão singulares com sua prosa impecável, brenda lozano cria uma reflexão profunda acerca de tradições ancestrais, das pequenas subversões do dia a dia e, sobretudo, do poder arrebatador da linguagem. 📚 ""bruxas"" já está disponível online e nas livrarias de todo o país. boa leitura! 📝 tradução de silvia massimini felix 🎨 capa de elisa von randow (@elisavonrandow) com arte de jimena estíbaliz",bruxas brendalozano literatura literaturacontemporanea literaturamexicana americalatina,2024-05-19,Sunday,21,184,6
companhiadasletras,222,2,"raphael montes conhece os próprios livros? 👶 você saberia reconhecer um cena de tensão do mestre do suspense nacional? neste vídeo, raphael montes (@raphael_montes) passa por um desafio da nossa equipe: separamos alguns trechos dos seus próprios livros e testamos se ele reconhece! será que ele se saiu bem? 📚 raphael montes nasceu em 1990, no rio de janeiro. escreveu os romances ""suicidas"", ""dias perfeitos"", ""o vilarejo"", ""jantar secreto"" e ""uma mulher no escuro"" (vencedor do prêmio jabuti), além do infantojuvenil ""a mágica mortal"", sucessos de público e de crítica, traduzidos em mais de 25 países. seu lançamento mais recente é o suspense psicológico ""uma família feliz"", história original que virou um filme estrelado por grazi massafera e reynaldo gianecchini, com direção de josé eduardo belmonte. leia antes de assistir!",companhiadasletras literaturabrasileira thrillerpsicologico umafamiliafeliz raphaelmontes suicidas diasperfeitos ovilarejo jantarsecreto umamulhernoescuro amagicamortal,2024-05-19,Sunday,15,141,11
companhiadasletras,654,1,"leminksi, 80 anos ⚡️ 💬 “sossegue coração/ ainda não é agora/ a confusão prossegue/ sonhos a fora” em 2024, o poeta, romancista, tradutor, compositor, biógrafo e ensaísta paulo leminski completaria 80 anos. um dos poetas brasileiros mais lidos das últimas décadas, leminski nasceu em curitiba (pr), em 1944. teve composições gravadas por artistas como caetano veloso, ney matogrosso, arnaldo antunes e itamar assumpção. faleceu em 1989, aos 44 anos. ⠀⠀⠀⠀⠀⠀⠀⠀ em “sete assuntos por segundo”, presente no livro “toda poesia”, leminski tece um convite para que respiremos em meio à turbulência – assim como a própria poesia, que nos exige atenção e calma na leitura de seus versos. confira o poema completo na foto. ⠀⠀⠀⠀⠀⠀⠀⠀",leminski leminski  anos todapoesia poesianacompanhia espalhepoesia companhiadasletras,2024-05-19,Sunday,13,121,6
companhiadasletras,1021,36,"em julho: ""americanah (edição comemorativa de 10 anos)"", de chimamanda ngozi adichie 📚 depois de dez anos da primeira publicação no brasil, o best-seller internacional de chimamanda ngozi adichie ganha edição comemorativa limitada, com introdução inédita da autora. bem-humorado, sagaz e implacável, conjugando o melhor dos grandes romances e da crítica social, ""americanah"" é um épico da contemporaneidade. 📚 lançamento: 10/07 já em pré-venda: link nos destaques. 📚 sinopse: ""ser negra na américa era me sentir atropelada pelo peso da história e dos estereótipos, saber que a raça sempre era uma razão, causa ou explicação possível para as grandes e pequenas interações que compõem nossas frágeis vidas"", é o que diz chimamanda ngozi adichie na introdução a esta edição de ""americanah"". lançado pela primeira vez no brasil em 2014, o livro logo se destacou com a comovente história de ifemelu e obinze, dois jovens apaixonados que, em busca de um futuro melhor fora da nigéria, tomam rumos diferentes: ela parte para os estados unidos, onde, apesar do seu sucesso social e acadêmico, é forçada a lidar pela primeira vez com o que significa ser negra naquele país; ele se muda para a inglaterra, mas diante de uma série de problemas é deportado e volta para lagos, onde se casa e conquista a desejada estabilidade social. uma das mais importantes autoras nigerianas do século xxi, chimamanda ngozi adichie parte de uma história de amor arrebatadora para debater questões prementes e universais como imigração, preconceito racial e desigualdade de gênero. 💬 ""um épico intergeracional que confirma a virtuosidade de adichie, sua empatia sem limites e a acuidade de sua crítica social."" – dave eggers 📝 tradução de julia romeu 🎨 capa de claudia espínola de carvalho",americanah chimamanda chimamandangoziadichie literatura prevenda literaturacontemporanea,2024-05-19,Sunday,11,290,6
companhiadasletras,164,2,"o processo criativo de ""o pacto da água"" ✨ abraham verghese pensa nas pesquisas para um livro como uma desculpa que o permite sentir que está fazendo algo relevante mesmo quando não está escrevendo. no seu caso, pesquisar também é desenhar (na lousa, no papel ou com aquarelas). não é algo que ponha palavras no papel, mas o relaxa. ⚡ no blog da companhia, o autor de ""o décimo primeiro mandamento"" abre o processo criativo de ""o pacto da água"", seu novo romance, que demorou dez anos para ser escrito. leia em blogdacompanhia.com.br 📚 sobre o livro: abrangendo os anos de 1900 a 1977, ""o pacto da água"" se passa em kerala, na costa de malabar, no sul da índia, e acompanha uma família que sofre de um mal: em cada uma das três gerações, pelo menos uma pessoa morre afogada ― e naquela região há água por toda parte. a narrativa começa com uma menina de doze anos, enviada para seu casamento com um homem de quarenta anos. a jovem ― e futura matriarca, conhecida como grande ammachi ― testemunhará uma série de mudanças ao longo de sua vida, marcada por alegrias, triunfos, reviravoltas, dificuldades e perdas. 📝 tradução de odorico leal 🎨 capa de victor burton com arte de amadeo luciano lorenzato 🖌 ilustrações de thomas varghese",opactodaagua abrahamverghese literatura literaturacontemporanea odecimoprimeiromandamento,2024-05-19,Sunday,1,224,5
companhiadasletras,1988,12,"""a vida de uma pessoa é algo inexplicável"" ✨ nas três histórias de ""a trilogia de nova york"", paul auster, talvez o mais nova-iorquino dos escritores americanos, confronta seus personagens com o mistério da identidade, do conhecimento e da arte. nova york se torna, aqui, a imagem de um labirinto mental feito de pistas falsas e verdadeiras, de acasos e equívocos: é na própria cidade que auster se apóia para retrabalhar o gênero policial. 📚 sobre o autor escritor, roteirista e poeta norte-americano, paul auster nasceu em newark, em 1947. estreou na literatura com ""a invenção da solidão"" e ganhou fama internacional com ""a trilogia de nova york"". sua obra foi traduzida para mais de quarenta idiomas. faleceu no mês passado, aos 77 anos. 💬 ""a vida de uma pessoa é algo inexplicável, eu dizia a mim mesmo, o tempo todo. não importa quantos fatos sejam relatados, quantos detalhes sejam oferecidos, o essencial não admite ser contado."" – paul auster, ""a trilogia de nova york"" 📝 tradução de rubens figueiredo",paulauster atrilogiadenovayork literatura,2024-05-18,Saturday,22,173,3
companhiadasletras,812,28,"em julho: ""ou-ou"", de elif batuman 📚 nesta sequência do aclamado a idiota, selin não é a mesma caloura inocente em harvard. mais madura, mas ainda influenciada pela literatura e pela filosofia, ela retoma sua busca por autoconhecimento e observa atentamente suas relações -- com amigos, com a família e com ivan -- para, assim, tentar finalmente encontrar seu caminho na vida adulta. 📚 lançamento: 23/07 já em pré-venda: link nos destaques. 📚 sinopse: em ""ou-ou"", elif batuman dá continuação ao relato minucioso dos dias de selin na faculdade, iniciado em ""a idiota"" – livro finalista do prêmio pulitzer e que revelou a autora como uma das vozes mais originais e representativas da nova geração. depois de dois semestres de pouca ação, resumidos a pensar demais em tudo e obsessivamente trocar e-mails com ivan – um estudante húngaro por quem se apaixona –, a estudante de literatura selin karadağ enfim percebe que precisa começar a agir. guiada pelos livros e influenciada por seus amigos, ela finalmente reconhece a importância incontornável das festas, do álcool e do sexo, e resolve aproveitá-las ao máximo. com o título inspirado no livro do filósofo søren kierkegaard sobre ética e estética – conceitos basilares para selin compreender a vida e como vivê-la –, ""ou-ou"" é mais um romance impressionante de elif batuman, que se vale de símbolos imprescindíveis da geração millennial para tratar da universalidade da juventude. 📝 tradução de odorico leal 🎨 capa de flora de carvalho/toda oficina",ouou elifbatuman aidiota prevenda literatura,2024-05-18,Saturday,20,249,5
companhiadasletras,2315,38,"em breve: novo livro de chico buarque no ano em que o cantor, compositor e escritor completa 80 anos, a companhia das letras publicará mais um livro de chico buarque (@chicobuarque): ""bambino a roma"". a obra tem previsão de lançamento em agosto, com pré-venda sendo iniciada em junho, mês de seu aniversário. como adianta a nota publicada por monica bergamo (@monica_bergamo) na folha de s.paulo (@folhadespaulo), esta é uma obra de autoficção em que chico retrata sua infância na itália. “ainda criança, em 1953, o cantor viveu na capital italiana por cerca de dois anos com sua família. seu pai, sérgio buarque de holanda, era professor de uma universidade em roma”, conta. do autor, que venceu o prêmio camões em 2019, a companhia já publicou as obras de ficção “estorvo” (1991), “benjamim” (1995), “budapeste” (2003), “leite derramado” (2009), “o irmão alemão” (2014), “essa gente” (2019) e “anos de chumbo e outros contos” (2023)",chicobuarque bambinoaroma estorvo budapeste irmaoalemao leitederramado benjamim essagente anosdechumbo literaturabrasileira literatura bookgram bookstagram companhiadasletras,2024-05-18,Saturday,17,167,14
companhiadasletras,865,8,"o livro de memórias de salman rushdie 🌿 quando alguém recebe uma segunda chance, o que faz com ela? em um relato potente, salman rushdie relembra o atentado que sofreu em 12 de agosto de 2022 e ressignifica sua traumática experiência, respondendo à violência com arte. já nas livrarias, ""faca"" é uma reflexão emocionante sobre a vida, a perda e o amor ― e sobre como encontrar forças para um novo começo. garanta seu exemplar! 📚 sobre o livro: pela primeira vez desde o atentado, o autor compartilha sua experiência de sobreviver ao pretenso destino. dividido em duas partes, ""faca"" narra, em detalhes inesquecíveis, os momentos imediatos que se sucederam ao ataque, bem como o processo de recuperação física e psicológica do escritor, do período no hospital aos esforços de reabilitação, passando pelo apoio essencial de sua esposa, rachel eliza griffiths, e até por um diálogo imaginário com o agressor, culminando com a volta ao lugar onde tudo aconteceu. neste livro absolutamente íntimo, salman rushdie se distancia dos universos muitas vezes fantásticos característicos de sua obra para explorar o que há de mais concreto na humanidade, sem jamais abrir mão da forma literária pela qual se consagrou. 📝 tradução de cássio arantes leite e josé rubens siqueira",salmanrushdie literatura literaturacontemporanea livrosdememorias osversossatanicos,2024-05-18,Saturday,15,212,5
companhiadasletras,657,18,"ajude o rio grande do sul: ainda não acabou nas últimas semanas, o rio grande do sul passa por uma catástrofe devido às fortes chuvas que atingem o estado. mortes, desabrigados, falta de alimentos, água e energia, entre outros graves problemas, pedem ajuda emergencial. neste vídeo, a escritora gaúcha morgana kretzmann (@morganakretzmann) dá um panorama da situação e apresenta ações imediatas que podem ser feitas em prol de 1,7 milhão de vítimas dessa tragédia. ➡️ colabore através das chaves pix abaixo ou procure outra instituição de sua confiança: — ação da cidadania (@acaodacidadania): doe@acaodacidadania.org.br — e se fosse você? (@institutoesefossevoce): doe@esefossevoce.org — cufa frederico westphalen (@cufafredericowestphalen): doacoes@cufa.org.br — futuro audiovisual rs (@futuro_audiovisual_rs): futuroaudiovisualrs@akamani.com.br ➡️ ajude o rio grande do sul com os clássicos zahar (@editorazahar) em parceria com a ação da cidadania, a companhia das letras também promove uma ação em prol dis necessitados do rio grande sul, até 31/5. saiba mais em bit.ly/ajudeors-cia",companhiadasletras sosriograndedosul riograndedosul ajudeoriograndedosul ajudeors,2024-05-18,Saturday,13,159,5
